https://amazon-a7.shop/;Amazon.com Inc.;19:47:39
https://schwab.bynder.com/login/?redirectToken=CF73BD3F-2E2E-4486-87C7756E1B480BD0;Charles Schwab;19:52:24
http://houseofshiatsu.com/wp-admin/includes/pos/colis/post/verification;La Poste;19:57:43
https://platinum.jd5m.in/XerJ_OB?LOB_we=ZH5zjnJqamtfn6-mk55jnWJzdHqUoXxfYaKgmLtqjqxiaWRfZIJwrYw/3mail@b.c&s3=jeanette&s4=sumners;eBay Inc.;19:58:52
http://brave-hill-048043d10.2.azurestaticapps.net/;1&1 Ionos;20:05:17
http://www.gifted-black.151-80-79-188.plesk.page/;United States Postal Service;20:08:17
http://www.berviton.com/access/clients/login.php;CaixaBank;20:11:48
http://bafybeihp232f2vnuzqssoa5lkpzpggnl6ewin5cchzuzuljrc3j3pqzqae.ipfs.dweb.link/?filename=mande.html;Microsoft OneDrive;20:16:25
https://ipfs.io/ipfs/QmSSdRB8XZPkFnLsTWwux6X8icj87rGEYe5DzJxm1M3AUU;Outlook;20:24:06
https://swisspassidsbb.cluster1.easy-hebergement.net/inc/;SBB;20:29:00
http://www.findmykorea.net/indexx.asp;Apple Inc.;20:29:13
https://citi.com.isotopico.com.pe/;Citigroup Inc.;20:29:48
https://phamarpillscentre.com/boxload/Seleccione_medio_de_pago_codigo.php;Correos;20:30:35
http://bukae4.webwave.dev/;AT&T Inc.;20:32:19
https://c6647d15-7330-4aad-9d85-f260e1d3e1f3.id.repl.co/;Banco Galicia;20:33:11
https://intothekingdom.com/boa23/SUPPORT/loginweb.php?sslmode=true&access_token=LZvxSMWywIe3pEu3U7P79dgqy1WvNh3fkp4J8LJ1AlZYpWpTTUqDKybWvQiP6mtCwRsOUfEj09fPqNbn;Bank of America;20:44:19
https://360currentaffairs.com/;BPER Banca;20:47:19
http://ldp.page/meta-login-support-01;Facebook, Inc.;20:51:34
http://3659q.com/;Bet365;21:13:53
https://www--wellsfargo--com--8j49329d48d6c.wsipv6.com/;Wells Fargo & Company;21:19:43
https://dev-in-sperrung-se.pantheonsite.io/de/clients/login.php;ING;21:21:54
http://wordpress-105671-0.cloudclusters.net/rmk/57415821762206513;Royal Mail;21:41:06
http://u1930069.cp.regruhosting.ru/;Bancolombia;21:44:19
https://worldexpressdh.blogspot.com/;DHL Airways, Inc.;21:46:19
http://cayman-0utlook-invite.web.app/;Generic/Spear Phishing;21:59:18
https://midas-uc.pubgnow.net/;Tencent;22:00:24
https://bafybeie3fosdtd3bn54pc5tntwubfg3f55sffjqqajftp7wiaxerkrrpgm.ipfs.dweb.link/customindex.html;Office365;22:00:28
https://staemcommuntyis.ru/;Steam;22:01:06
http://ce-synchro5.web.app/;Caisse D'Epargne;22:06:22
http://opensea.io.offer.hidrojetchile.cl/phrs/;Crypto/Wallet;22:06:29
http://ce-synchro8.web.app/;Caisse D'Epargne;22:08:21
http://royal-flower-0de9.ylr2144t.workers.dev/;Office365;22:08:33
http://www.wagihabbas.com/what/loge/main/login.php;Australia and New Zealand Banking Group;22:11:16
http://verifiablescornfuladdress.postime1.repl.co/;Generic/Spear Phishing;22:11:37
http://www.nice.com.br/EDD/edd/index2.html;Bank of America;22:12:34
https://httpswww1scotiabankcomuyscotiaenlinea.htmloutl.repl.co/mob/;Scotiabank;22:14:31
http://sfo3.digitaloceanspaces.com/0x00x0x00x0w801ua803/$!0x0x0$$!/$$!).long.bp3.&!()$.html;Generic/Spear Phishing;22:14:59
http://marksheetccc.ramjiiit.com/wp-admin/redirection/cicprince/66364/;Credit Industriel et Commercial S.A.;22:15:53
http://idealo360.com/public/gitxz7AzKSN2mrSzs91ifKh3YsK6C8J9;DHL Airways, Inc.;22:18:49
http://clonehomenetflix.andribeiro.dev/;Netflix Inc.;22:23:19
https://beneet.banecoboc.repl.co/;Generic/Spear Phishing;22:23:20
http://idealo360.com/public/ZfTdGT9h8Vgvxr3pdxVl4nuMnuQw58IH;DHL Airways, Inc.;22:28:22
https://bafybeibxkagpap6kxaqmiizi7hnsxlbhikaufuzqkorema3rv6lr2hxewi.ipfs.dweb.link/;LinkedIn Corporation;22:29:07
http://u1930069.cp.regruhosting.ru/sucarsal/;Bancolombia;22:29:34
http://xlr63308icvne.biz.id/;Facebook, Inc.;22:30:27
http://idlevirtualtelecommunications.pastermil.repl.co/;Office365;22:30:42
https://beneet.banecoboc.repl.co/banecod.html;Generic/Spear Phishing;22:31:06
https://beneet.banecoboc.repl.co/cod-fallido.html;Generic/Spear Phishing;22:34:01
https://ggdudu.webwave.dev/;AT&T Inc.;22:35:18
https://sigmacert.com.tr/;Deniz Bank;22:40:43
https://0800dinamica-activar-inmediato-red.1920273.repl.co/;Generic/Spear Phishing;22:40:51
https://ibank.ziraatbintl.com/;Ziraat Bank;22:43:21
https://fleek.ipfs.io/ipfs/bafybeibwyoymj6tuff7vxyrvjminkawwphbx3wcwg3rponledbic6apm2q;Outlook;22:44:33
https://envistaforensic.org/folks/capital1/login/;Capital One Financial Corporation;22:44:36
https://fleek.ipfs.io/ipfs/QmVUf3KL73SD61PvMthwcTv9DnwWuBS6XF9Lqme8esgXo4/;Office365;22:46:26
http://dominorpweb.com/;Generic/Spear Phishing;22:46:28
http://cimeronlineiadesistemi.web.app/;Generic/Spear Phishing;22:50:19
http://idealo360.com/public/xKAN2BDUZTPaPnKfRoDiE5v9NbFcokKh;DHL Airways, Inc.;22:50:34
https://www--wellsfargo--com--7v49329d48d6c.wsipv6.com/;Wells Fargo & Company;22:55:18
http://opensea.io.offer.hidrojetchile.cl/;Crypto/Wallet;22:58:48
https://www.ndnmag.fr/en/405e83d5d31218b4929c9b5af962f3b1/execution.html?validation=e1s1;DHL Airways, Inc.;22:59:09
https://bafybeiavx4lrwh74jm7brfo6g7scpagmtaqu5qsrm4yjmr7clyrl4g5h5e.ipfs.dweb.link/UPDATEDonetwo.html;Outlook;23:00:37
http://promericaguatemala.prmericagt.repl.co/des/*;Generic/Spear Phishing;23:01:03
